artifact_prefix,split,fold,horizon,issue_start,issue_end,target_date,target_day_name,target_month,target_year,open_store_count,open_row_count,target_total_customers,mean_target_customers,total_abs_error,mae,rmse,mean_signed_error,daily_wape,promo_rate_target,schoolholiday_rate_target,stateholiday_rate_target,stateholiday_code,has_promo_heavy_target,has_schoolholiday_signal,has_stateholiday_signal,daily_wape_rank,daily_wape_p90_cutoff,is_top_decile_spike
lightgbm,test,,7,2015-06-06,2015-07-17,2015-06-14,Sunday,6,2015,32,32,45271.0,1414.71875,3365.203647750554,105.16261399220481,144.20041156144455,16.21750755792355,7.433464354113127,0.0,0.0,0.0,0,0,0,0,15,9.882292757991937,0
lightgbm,test,,14,2015-06-06,2015-07-17,2015-06-22,Monday,6,2015,1099,1099,744095.0,677.0655141037307,134471.51210377863,122.35806378869756,153.7475411389166,-114.29805927744842,18.071820413223936,0.0,0.0,0.0,0,0,0,0,1,10.057479298263102,1
lightgbm,test,,14,2015-06-06,2015-07-17,2015-07-31,Friday,7,2015,1098,1098,956007.0,870.6803278688525,105470.18286982586,96.05663285047892,122.98720566996471,85.99006791935474,11.032365125969356,1.0,0.8378870673952641,0.0,0,1,1,0,2,10.057479298263102,1
lightgbm,test,,14,2015-06-06,2015-07-17,2015-07-25,Saturday,7,2015,1098,1098,634961.0,578.2887067395264,65623.20545852238,59.766125189911094,84.81998303194997,-7.831165812547329,10.334997812231363,0.0,0.020036429872495445,0.0,0,0,1,0,3,10.057479298263102,1
lightgbm,test,,14,2015-06-06,2015-07-17,2015-07-04,Saturday,7,2015,1099,1099,659636.0,600.2147406733394,67070.73122930365,61.02887282011251,99.69621496276002,-33.515253045221854,10.167839722104866,0.0,0.0,0.0,0,0,0,0,4,10.057479298263102,1
lightgbm,test,,14,2015-06-06,2015-07-17,2015-06-26,Friday,6,2015,1100,1100,751035.0,682.7590909090909,75917.72476366248,69.01611342151135,90.40398891517508,-57.8255016772249,10.108413690928183,0.0,0.0,0.0,0,0,0,0,5,10.057479298263102,1
lightgbm,test,,14,2015-06-06,2015-07-17,2015-06-30,Tuesday,6,2015,1100,1100,1015790.0,923.4454545454546,97506.39075855321,88.64217341686656,122.99694346356425,78.04968715034414,9.599069764277383,1.0,0.25727272727272726,0.0,0,1,1,0,6,10.057479298263102,0
lightgbm,test,,14,2015-06-06,2015-07-17,2015-07-26,Sunday,7,2015,32,32,46990.0,1468.4375,4360.138331463963,136.25432285824886,180.71728175073895,9.5835265989387,9.278864293390004,0.0,0.03125,0.0,0,0,1,0,7,10.057479298263102,0
lightgbm,test,,14,2015-06-06,2015-07-17,2015-07-30,Thursday,7,2015,1098,1098,847481.0,771.8406193078324,75615.10996713936,68.86622037080087,97.71738744609446,-44.93279587098747,8.922336898070796,1.0,0.8378870673952641,0.0,0,1,1,0,8,10.057479298263102,0
lightgbm,test,,14,2015-06-06,2015-07-17,2015-07-05,Sunday,7,2015,33,33,47757.0,1447.1818181818182,4244.3737533957965,128.6173864665393,192.52904834849997,51.7716706016208,8.88743797431957,0.0,0.0,0.0,0,0,0,0,9,10.057479298263102,0
lightgbm,test,,14,2015-06-06,2015-07-17,2015-06-21,Sunday,6,2015,32,32,42139.0,1316.84375,3674.6750031803767,114.83359384938677,151.7468067379818,-73.32521514701747,8.720365939344495,0.0,0.0,0.0,0,0,0,0,10,10.057479298263102,0
lightgbm,test,,14,2015-06-06,2015-07-17,2015-06-23,Tuesday,6,2015,1099,1099,723768.0,658.5696087352138,62884.39009086478,57.21964521461763,83.35836020031266,-43.24873932562729,8.688473390763999,0.0,0.0,0.0,0,0,0,0,11,10.057479298263102,0
lightgbm,test,,14,2015-06-06,2015-07-17,2015-07-20,Monday,7,2015,1098,1098,811906.0,739.4408014571949,68770.26312351754,62.63229792670085,85.60500502824594,55.63376482651213,8.470224770295767,0.0,0.6165755919854281,0.0,0,0,1,0,12,10.057479298263102,0
lightgbm,test,,14,2015-06-06,2015-07-17,2015-07-03,Friday,7,2015,1099,1099,863826.0,786.0109190172884,72620.65811520189,66.07885178817278,97.54297584119192,-40.77130269764238,8.406861811892892,1.0,0.2575068243858053,0.0,0,1,1,0,13,10.057479298263102,0
lightgbm,test,,14,2015-06-06,2015-07-17,2015-06-20,Saturday,6,2015,1099,1099,690765.0,628.5395814376706,57153.38011583569,52.004895464818645,73.43222593719626,-37.06964181834087,8.273925302503121,0.0,0.0,0.0,0,0,0,0,14,10.057479298263102,0
lightgbm,test,,14,2015-06-06,2015-07-17,2015-07-19,Sunday,7,2015,32,32,48005.0,1500.15625,3902.1392717363346,121.94185224176046,169.27268540577194,95.694966021904,8.128610085900084,0.0,0.0,0.0,0,0,0,0,15,10.057479298263102,0
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-12-13,Saturday,12,2014,922,922,722840.0,783.9913232104121,56568.70378380928,61.35434249870855,90.4798052736825,24.741727696138987,7.825895603980035,0.0,0.0,0.0,0,0,0,0,1,6.948420075833924,1
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-12-06,Saturday,12,2014,922,922,712997.0,773.3156182212581,55047.23258065858,59.70415681199412,93.95354288887874,8.092810180638958,7.72054196310203,0.0,0.0,0.0,0,0,0,0,2,6.948420075833924,1
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-11-29,Saturday,11,2014,922,922,758510.0,822.6789587852495,57418.37387486921,62.27589357361086,97.08995820123164,6.616844392828648,7.569890162933807,0.0,0.0,0.0,0,0,0,0,3,6.948420075833924,1
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-11-16,Sunday,11,2014,16,16,35060.0,2191.25,2633.121037842654,164.57006486516588,222.67417481241407,103.34365448329861,7.510328117064044,0.0,0.0,0.0,0,0,0,0,4,6.948420075833924,1
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-11-09,Sunday,11,2014,17,17,31403.0,1847.235294117647,2185.3292603253212,128.54878001913653,165.5850887296143,-27.76628077757416,6.958982454941634,0.0,0.0,0.0,0,0,0,0,5,6.948420075833924,1
