model,horizon,split,fold,agg,MAE,RMSE,WAPE,Bias,N,training_time_seconds,stores,WAPE_p90
flaml_log,1,test,,macro,54.62333205211918,69.22309676113687,7.455011371146502,-3.1082840575950867,46200,1347.9539951999977,1100.0,9.288567639764526
flaml_log,7,test,,macro,62.8160134726647,79.47610622297235,8.99982068672302,-24.229809329175907,46200,1288.742928300002,1100.0,11.375885112300503
flaml_log,14,test,,macro,52.56567777114459,67.50632521883941,7.204510241325051,3.7087970197600835,46200,1382.603248799991,1100.0,9.111043114948776
flaml_log,1,test,,micro,54.81347988016824,79.6943674075499,7.413190637940338,-3.1082840575950867,46200,1347.9539951999977,,
flaml_log,7,test,,micro,62.85336090861804,86.28631231020775,8.529582044914138,-24.229809329175904,46200,1288.742928300002,,
flaml_log,14,test,,micro,52.6180972359375,78.86902312270897,7.172881408993599,3.7087970197600826,46200,1382.603248799991,,
flaml_log,1,train,1,macro,42.54036228206118,58.90899076234593,5.754237075334215,2.8533085329223327,759000,1198.7498813999991,1100.0,6.810105146733013
flaml_log,1,train,2,macro,49.74071297829778,67.18543824731482,6.6760216885651005,3.8008347706727097,789800,1555.4218555999978,1100.0,8.157073138100424
flaml_log,1,train,3,macro,40.38384587759282,55.64788954637319,5.425984600434097,2.582480639264352,789800,1203.8237265999996,1100.0,6.547374438653278
flaml_log,1,train,,macro,43.808470165817084,59.764118604950056,5.866770245458129,2.952379017764683,943800,1347.9539951999977,1100.0,6.9903084081559745
flaml_log,7,train,1,macro,61.410978651406744,84.3998896817985,8.207592711740622,5.030620611656605,759000,1208.9314986999962,1100.0,9.942208980055334
flaml_log,7,train,2,macro,63.7082437182176,88.60658786450126,8.409625583803109,6.900892144302441,789800,1200.093527099998,1100.0,10.297462468915338
flaml_log,7,train,3,macro,46.56930954036587,64.31852706207273,6.205576335968952,3.0364886364411476,789800,1205.6931273999944,1100.0,7.457695732019012
flaml_log,7,train,,macro,40.71052373058782,55.015429704647026,5.460721675292131,2.332654096926682,943800,1288.742928300002,1100.0,6.418026135111294
flaml_log,14,train,1,macro,69.83674938416694,95.3983363339274,9.263440431479367,7.508070247998965,759000,1200.0021437000032,1100.0,11.275930364595842
flaml_log,14,train,2,macro,69.43167481957639,96.32430919879026,9.152841435203431,9.548349180726287,789800,1202.4856244999974,1100.0,11.179489888811228
flaml_log,14,train,3,macro,47.557223830517664,65.54284632253787,6.321068086719097,3.221951417681007,789800,1198.6538113000133,1100.0,7.704078076634963
flaml_log,14,train,,macro,39.72328879677975,53.515061821401126,5.319249626622798,2.4087731500483924,943800,1382.603248799991,1100.0,6.2539579353499635
flaml_log,1,train,1,micro,42.910388469614084,65.98695376170278,5.662710295872936,2.853308532922334,759000,1198.7498813999991,,
flaml_log,1,train,2,micro,50.28379036005676,75.27860923167505,6.570207409664075,3.80083477067271,789800,1555.4218555999978,,
flaml_log,1,train,3,micro,40.84140381659156,62.602151960636114,5.336441267761057,2.5824806392643516,789800,1203.8237265999996,,
flaml_log,1,train,,micro,44.308216156893394,67.23165332924258,5.798223082620825,2.9523790177646814,943800,1347.9539951999977,,
flaml_log,7,train,1,micro,62.099206232005876,96.56341908598007,8.181490711015599,5.030620611656604,759000,1208.9314986999962,,
flaml_log,7,train,2,micro,64.68785274760906,103.8719170343559,8.43906992061711,6.900892144302442,789800,1200.093527099998,,
flaml_log,7,train,3,micro,47.163234565977106,73.6109120197501,6.152837314567651,3.0364886364411476,789800,1205.6931273999944,,
flaml_log,7,train,,micro,41.1531169612762,61.653208041677644,5.383692402735345,2.3326540969266816,943800,1288.742928300002,,
flaml_log,14,train,1,micro,70.76251118513248,112.18398086356599,9.32779253836652,7.5080702479989645,759000,1200.0021437000032,,
flaml_log,14,train,2,micro,70.55298110308344,113.4471282743023,9.203078223613414,9.548349180726287,789800,1202.4856244999974,,
flaml_log,14,train,3,micro,48.184915154515735,75.66432623016972,6.285340979671279,3.2219514176810056,789800,1198.6538113000133,,
flaml_log,14,train,,micro,40.147409058391524,59.947336286941876,5.249301959031919,2.408773150048392,943800,1382.603248799991,,
flaml_log,1,val,1,macro,64.4817278808189,83.59758323973884,7.730041267264997,-21.95397923527579,46200,1198.7498813999991,1100.0,9.362441493859487
flaml_log,1,val,2,macro,52.32189499685904,71.73409145385979,7.443197768427192,-2.8794860685096717,46200,1555.4218555999978,1100.0,10.283901746552996
flaml_log,1,val,3,macro,79.01697108841121,102.126647418166,10.126323758158152,-5.8748993955859605,46200,1203.8237265999996,1100.0,12.133052912350212
flaml_log,7,val,1,macro,107.20977865973462,162.4390310471505,12.50772241577438,-11.325003194368117,46200,1208.9314986999962,1100.0,14.711982696631257
flaml_log,7,val,2,macro,55.91990528901926,76.03954689176719,7.632271272178006,1.206632941770347,46200,1200.093527099998,1100.0,10.445493154264648
flaml_log,7,val,3,macro,90.14249990313816,119.71384184974453,11.958230975528524,-3.077554633020659,46200,1205.6931273999944,1100.0,14.800216724786024
flaml_log,14,val,1,macro,117.86229192168176,160.2841563841483,14.257370224544209,4.405804217564016,46200,1200.0021437000032,1100.0,18.64659354683465
flaml_log,14,val,2,macro,55.883443260819305,75.44503554964218,7.789798339402816,2.0130118587213164,46200,1202.4856244999974,1100.0,10.861771216061799
flaml_log,14,val,3,macro,80.94989012142051,105.06690699050726,10.671203878090283,-8.272253689728426,46200,1198.6538113000133,1100.0,12.725964720533462
flaml_log,1,val,1,micro,64.62623090489444,91.9918118197478,7.587130323824108,-21.953979235275785,46200,1198.7498813999991,,
flaml_log,1,val,2,micro,52.33736801903817,82.28277298775825,7.255920629866147,-2.8794860685096717,46200,1555.4218555999978,,
flaml_log,1,val,3,micro,79.54938309448123,113.01609574017719,9.970653437363904,-5.8748993955859605,46200,1203.8237265999996,,
flaml_log,7,val,1,micro,107.77888494442716,179.58540143487994,12.405511596078204,-11.325003194368117,46200,1208.9314986999962,,
flaml_log,7,val,2,micro,55.90149703353368,88.10908712415183,7.499734552926636,1.2066329417703472,46200,1200.093527099998,,
flaml_log,7,val,3,micro,90.78154798991903,132.1012894715072,11.668106451922005,-3.077554633020659,46200,1205.6931273999944,,
flaml_log,14,val,1,micro,112.3952905301444,184.62878230414037,12.83619732517272,4.405804217564016,46200,1200.0021437000032,,
flaml_log,14,val,2,micro,55.846487037392954,87.32065026716346,7.6066228825950875,2.013011858721316,46200,1202.4856244999974,,
flaml_log,14,val,3,micro,81.39344948653398,115.42764766689615,10.427262095127535,-8.272253689728426,46200,1198.6538113000133,,
