model,horizon,split,fold,agg,MAE,RMSE,WAPE,Bias,N,training_time_seconds,stores,WAPE_p90
autogluon_log,1,test,,macro,57.78328700914937,74.33752137874878,7.9821306040132,-10.600410779537908,46200,300.58498220000183,1100.0,9.885736733106167
autogluon_log,7,test,,macro,49.95383535998845,64.7237127296958,6.9361575996243,-1.273990366004795,46200,300.8076215000001,1100.0,8.764242283412699
autogluon_log,14,test,,macro,52.62813821864702,67.22348451571519,7.1832709031234465,6.118804264376264,46200,301.8481431,1100.0,9.17584560142806
autogluon_log,1,test,,micro,57.92545563204139,83.69651662190468,7.834066480155021,-10.60041077953791,46200,300.58498220000183,,
autogluon_log,7,test,,micro,50.02941104342534,74.1181655630352,6.789294319106482,-1.2739903660047949,46200,300.8076215000001,,
autogluon_log,14,test,,micro,52.71192462542886,78.46183341334033,7.185671927334071,6.118804264376262,46200,301.8481431,,
autogluon_log,1,train,1,macro,46.957883348989995,63.804931860942396,6.381859950065269,4.074054417749709,759000,304.31145630000174,1100.0,8.002626428080001
autogluon_log,1,train,2,macro,45.71540548437361,61.92796062414812,6.167793789425824,3.7629536991873844,789800,300.4178269999975,1100.0,7.569759189881937
autogluon_log,1,train,3,macro,38.035749439574204,51.181766239009406,5.162007433278099,2.841566843758751,789800,300.5261594000003,1100.0,6.095604324399392
autogluon_log,1,train,,macro,38.36110169548123,51.827315755819036,5.205644273189676,2.4678110079282436,943800,300.58498220000183,1100.0,6.1606787249060115
autogluon_log,7,train,1,macro,50.23726321538825,67.45725282788192,6.728780801820224,4.564440731851789,759000,287.2090276000017,1100.0,8.124104369954793
autogluon_log,7,train,2,macro,49.59685605809341,68.87361418036178,6.613326864901606,3.7705595730729677,789800,300.8065798000025,1100.0,8.049917323301322
autogluon_log,7,train,3,macro,42.56485055208705,58.415622883044556,5.724183761703923,3.3023583358553608,789800,300.45611780000036,1100.0,6.8746006328553655
autogluon_log,7,train,,macro,39.61456505804484,53.63916757000451,5.349195981488232,2.384527506449889,943800,300.8076215000001,1100.0,6.254064821456007
autogluon_log,14,train,1,macro,58.999357342621224,81.15162594845906,7.882531749249558,5.950706446323914,759000,301.5765044,1100.0,9.815351124916198
autogluon_log,14,train,2,macro,60.629020224073344,83.44472330531289,8.016227241245906,6.246971678214534,789800,301.2906759999969,1100.0,9.905147194238843
autogluon_log,14,train,3,macro,52.209638677061776,70.61312078661416,6.944411418589614,4.475774326464623,789800,300.75404999999955,1100.0,8.487096228934584
autogluon_log,14,train,,macro,45.50734541894468,62.69480961771097,6.103516988527802,3.0137640230948164,943800,301.8481431,1100.0,7.3465838652990145
autogluon_log,1,train,1,micro,47.321121102304474,71.04369078779266,6.244776829928324,4.07405441774971,759000,304.31145630000174,,
autogluon_log,1,train,2,micro,46.18464240143919,68.9917620095355,6.034602354870665,3.7629536991873853,789800,300.4178269999975,,
autogluon_log,1,train,3,micro,38.38699800400468,56.29467537535719,5.015742387650566,2.841566843758751,789800,300.5261594000003,,
autogluon_log,1,train,,micro,38.69720676414267,56.988257448232964,5.063960072287742,2.467811007928243,943800,300.58498220000183,,
autogluon_log,7,train,1,micro,50.75819878386986,76.57869256124759,6.687327536951361,4.564440731851789,759000,287.2090276000017,,
autogluon_log,7,train,2,micro,50.23914900869276,78.43945037251571,6.554116008315495,3.7705595730729673,789800,300.8065798000025,,
autogluon_log,7,train,3,micro,43.03969407028249,65.35557996398681,5.614887064472988,3.302358335855361,789800,300.45611780000036,,
autogluon_log,7,train,,micro,39.98682185119697,59.31610619940313,5.231116496288471,2.3845275064498885,943800,300.8076215000001,,
autogluon_log,14,train,1,micro,59.68879409571904,94.12558523897101,7.868074194448916,5.950706446323914,759000,301.5765044,,
autogluon_log,14,train,2,micro,61.570041572460426,97.75680240801861,8.031324827998217,6.246971678214536,789800,301.2906759999969,,
autogluon_log,14,train,3,micro,52.93498984802351,81.1290521051872,6.904950644477463,4.475774326464622,789800,300.75404999999955,,
autogluon_log,14,train,,micro,45.963016657838416,70.49025946545791,6.009696741179302,3.0137640230948155,943800,301.8481431,,
autogluon_log,1,val,1,macro,67.34279425511883,85.9665317288284,8.11307783817607,-18.042353023356064,46200,304.31145630000174,1100.0,10.168951315219445
autogluon_log,1,val,2,macro,52.191422797123614,72.2734682661572,7.476349258384007,-2.0849657401765618,46200,300.4178269999975,1100.0,10.299558732137449
autogluon_log,1,val,3,macro,79.7264508886,101.86669128941516,10.181745734496422,0.8913086623552906,46200,300.5261594000003,1100.0,12.279135265698658
autogluon_log,7,val,1,macro,94.20094301833255,151.47187536947843,10.988746271753937,1.9916120079587807,46200,287.2090276000017,1100.0,13.24570878986597
autogluon_log,7,val,2,macro,51.28450310477339,70.58848257392175,7.064303425773515,-0.40730745562499704,46200,300.8065798000025,1100.0,9.67389416046872
autogluon_log,7,val,3,macro,84.76606503541288,111.2133661373682,11.172344308348782,6.0479609020761655,46200,300.45611780000036,1100.0,13.737752491230845
autogluon_log,14,val,1,macro,124.40397041613274,171.32638223132926,15.093174854867678,5.970692472548035,46200,301.5765044,1100.0,21.28262347902197
autogluon_log,14,val,2,macro,53.91401481022965,73.94956699319287,7.520886584752613,1.26448191814009,46200,301.2906759999969,1100.0,10.121352162680498
autogluon_log,14,val,3,macro,67.48478176033659,87.30115901254938,8.86649759218159,-0.7021404979509258,46200,300.75404999999955,1100.0,11.006317002224568
autogluon_log,1,val,1,micro,67.46257448228015,94.19662077120071,7.9201175344883925,-18.042353023356064,46200,304.31145630000174,,
autogluon_log,1,val,2,micro,52.14517512629205,81.86992544353623,7.229275492210717,-2.0849657401765618,46200,300.4178269999975,,
autogluon_log,1,val,3,micro,80.17221798180782,112.48843831196228,10.04871904351521,0.8913086623552905,46200,300.5261594000003,,
autogluon_log,7,val,1,micro,94.57899566210378,166.7306056121321,10.886184506702168,1.9916120079587805,46200,287.2090276000017,,
autogluon_log,7,val,2,micro,51.21520773121938,80.91960639821545,6.871022842675048,-0.407307455624997,46200,300.8065798000025,,
autogluon_log,7,val,3,micro,85.3261038451315,123.50102311546402,10.966920974990458,6.0479609020761655,46200,300.45611780000036,,
autogluon_log,14,val,1,micro,112.4624929938224,188.29643215404184,12.843872238244607,5.970692472548034,46200,301.5765044,,
autogluon_log,14,val,2,micro,53.834006565108,84.51364879019475,7.332511101830638,1.2644819181400901,46200,301.2906759999969,,
autogluon_log,14,val,3,micro,67.95208888955257,98.11977298758787,8.705298095026606,-0.7021404979509259,46200,300.75404999999955,,
