model,horizon,split,fold,agg,MAE,RMSE,WAPE,Bias,N,training_time_seconds,stores,WAPE_p90
flaml_log,1,test,,macro,54.21554155893568,69.14843866048298,7.407651542220671,-8.25569843712269,46200,328.64636959999916,1100.0,9.047562531964633
flaml_log,7,test,,macro,55.881037891484155,70.60661691970066,7.7202225633366135,-7.431420272158244,46200,331.2263813999998,1100.0,9.666873422752994
flaml_log,14,test,,macro,53.70228495060999,69.02009443320485,7.329348192681586,1.233676412372951,46200,348.4265269999996,1100.0,9.444053584087838
flaml_log,1,test,,micro,54.37084400623265,80.72075843106037,7.353326821159331,-8.255698437122694,46200,328.64636959999916,,
flaml_log,7,test,,micro,56.03867363024946,81.47695658440263,7.604787675750857,-7.431420272158244,46200,331.2263813999998,,
flaml_log,14,test,,micro,53.80102305372716,80.3056048541401,7.334137460663344,1.2336764123729511,46200,348.4265269999996,,
flaml_log,1,train,1,macro,42.54036228206118,58.90899076234593,5.754237075334215,2.8533085329223327,759000,299.78091499999937,1100.0,6.810105146733013
flaml_log,1,train,2,macro,49.74071297829778,67.18543824731482,6.6760216885651005,3.8008347706727097,789800,324.4087166999998,1100.0,8.157073138100424
flaml_log,1,train,3,macro,43.1635263961423,58.873254761446795,5.7818281996718195,2.8650951158299702,789800,302.9321486000008,1100.0,6.9096871807400495
flaml_log,1,train,,macro,42.0896334382935,58.073387409142505,5.636115626872691,2.4770673570301205,943800,328.64636959999916,1100.0,6.659880841184297
flaml_log,7,train,1,macro,61.12880594437254,84.40662001866215,8.193226920137594,5.096023368564468,759000,319.77507299999706,1100.0,9.928987964928691
flaml_log,7,train,2,macro,67.2241691652041,93.4572523482258,8.883249007150752,8.16235933045672,789800,300.55719880000106,1100.0,10.83308845853065
flaml_log,7,train,3,macro,46.56930954036071,64.31852706206321,6.205576335968427,3.036488636438312,789800,300.2901079999974,1100.0,7.457695732018522
flaml_log,7,train,,macro,46.33911451568858,63.38741612146757,6.187263130056948,2.9679410562204516,943800,331.2263813999998,1100.0,7.371602824012762
flaml_log,14,train,1,macro,69.83674938416694,95.3983363339274,9.263440431479367,7.508070247998965,759000,420.3651364000034,1100.0,11.275930364595842
flaml_log,14,train,2,macro,67.93381487658594,93.85550456589074,8.961180711997239,8.339748315296767,789800,299.79462440000134,1100.0,10.887976759945355
flaml_log,14,train,3,macro,47.557223830517664,65.54284632253787,6.321068086719097,3.221951417681007,789800,299.74678329999733,1100.0,7.704078076634963
flaml_log,14,train,,macro,45.59572232074149,62.112135529567645,6.090879148271006,3.125889261767092,943800,348.4265269999996,1100.0,7.246219810846554
flaml_log,1,train,1,micro,42.910388469614084,65.98695376170278,5.662710295872936,2.853308532922334,759000,299.78091499999937,,
flaml_log,1,train,2,micro,50.28379036005676,75.27860923167505,6.570207409664075,3.80083477067271,789800,324.4087166999998,,
flaml_log,1,train,3,micro,43.693387260795056,66.39751068382967,5.709088648222451,2.86509511582997,789800,302.9321486000008,,
flaml_log,1,train,,micro,42.58645185839863,65.61994322559632,5.572911066830914,2.4770673570301205,943800,328.64636959999916,,
flaml_log,7,train,1,micro,61.804183078155354,96.4659939388546,8.142621789185185,5.0960233685644685,759000,319.77507299999706,,
flaml_log,7,train,2,micro,68.24916844089229,108.66977900131313,8.903673255995544,8.16235933045672,789800,300.55719880000106,,
flaml_log,7,train,3,micro,47.163234565972154,73.61091201973326,6.152837314567005,3.0364886364383126,789800,300.2901079999974,,
flaml_log,7,train,,micro,46.89580693523164,71.8949714975351,6.134956916019726,2.967941056220451,943800,331.2263813999998,,
flaml_log,14,train,1,micro,70.76251118513248,112.18398086356599,9.32779253836652,7.5080702479989645,759000,420.3651364000034,,
flaml_log,14,train,2,micro,69.01279544658605,109.87596830279473,9.002173189495537,8.339748315296767,789800,299.79462440000134,,
flaml_log,14,train,3,micro,48.184915154515735,75.66432623016972,6.285340979671279,3.2219514176810056,789800,299.74678329999733,,
flaml_log,14,train,,micro,46.129926298319816,70.21374838146373,6.031520294013956,3.125889261767091,943800,348.4265269999996,,
flaml_log,1,val,1,macro,64.4817278808189,83.59758323973884,7.730041267264997,-21.95397923527579,46200,299.78091499999937,1100.0,9.362441493859487
flaml_log,1,val,2,macro,52.32189499685904,71.73409145385979,7.443197768427192,-2.8794860685096717,46200,324.4087166999998,1100.0,10.283901746552996
flaml_log,1,val,3,macro,77.4672473769084,100.012309938676,9.858190417799289,-3.224985582520666,46200,302.9321486000008,1100.0,11.933279502399904
flaml_log,7,val,1,macro,108.08180524366104,162.77844214705266,12.67037573273582,-15.033509846873024,46200,319.77507299999706,1100.0,14.997165635640352
flaml_log,7,val,2,macro,57.64054637683484,78.39021559228232,7.859215351186924,3.765296633171313,46200,300.55719880000106,1100.0,10.72378431152774
