artifact_prefix,split,fold,horizon,target_date,target_day_name,daily_wape,total_abs_error,target_total_customers,mean_signed_error,promo_rate_target,schoolholiday_rate_target,stateholiday_code
autogluon,val,1,7,2014-11-21,Friday,4.876036738548575,33120.33326548904,679247.0,-3.9827782372306797,0.0,0.0,0
autogluon,val,1,7,2014-11-22,Saturday,5.30991110111002,32990.37147297453,621298.0,2.5495110542247366,0.0,0.0,0
autogluon,val,1,7,2014-11-23,Sunday,4.42055401580049,1551.5702540058141,35099.0,37.12160329767565,0.0,0.0,0
autogluon,val,1,7,2014-11-24,Monday,3.7395254311055566,32841.895960378504,878237.0,-1.3439525203426426,1.0,0.0,0
autogluon,val,1,7,2014-11-25,Tuesday,3.8830871303014733,30890.462922875162,795513.0,-6.01820747191202,1.0,0.0,0
autogluon,val,1,7,2014-11-26,Wednesday,4.264202050395874,32473.774862666753,761544.0,3.334224767681198,1.0,0.0,0
autogluon,val,1,7,2014-11-27,Thursday,4.239916453906585,33634.32444722108,793278.0,-1.6903246603351587,1.0,0.0,0
autogluon,val,1,7,2014-11-28,Friday,4.8123827782446265,42997.24453261005,893471.0,6.082066464019413,1.0,0.0,0
autogluon,val,1,7,2014-11-29,Saturday,6.468694810995071,49065.69701087871,758510.0,1.7949211425034775,0.0,0.0,0
autogluon,val,1,7,2014-11-30,Sunday,3.1419819980243644,1212.993570157286,38606.0,51.19391459219849,0.0,0.0,0
autogluon,val,1,7,2014-12-01,Monday,5.017288594005356,47774.722337890875,952202.0,9.462061308772848,1.0,0.0,0
autogluon,val,1,7,2014-12-02,Tuesday,4.475505468278591,38235.2725817617,854323.0,-7.122286149672185,1.0,0.0,0
autogluon,val,1,7,2014-12-03,Wednesday,4.476094739559418,35890.80473305147,801833.0,-4.320664262203349,1.0,0.0,0
autogluon,val,1,7,2014-12-04,Thursday,4.107664556741733,34357.286808853634,836419.0,3.1287415557384564,1.0,0.0,0
autogluon,val,1,7,2014-12-05,Friday,5.540966358189685,52629.42830201159,949824.0,22.19231942980964,1.0,0.0,0
autogluon,val,1,7,2014-12-06,Saturday,6.544239472540133,46660.23111202697,712997.0,-0.8738898709611559,0.0,0.0,0
autogluon,val,1,7,2014-12-07,Sunday,5.606895169992421,1941.6677973683754,34630.0,-4.504403751355888,0.0,0.0,0
autogluon,val,1,7,2014-12-08,Monday,4.280728092191823,31964.539122643717,746708.0,3.351822012510775,0.0,0.0,0
autogluon,val,1,7,2014-12-09,Tuesday,4.137911425680431,29699.942016049805,717752.0,0.7124988770584837,0.0,0.0,0
autogluon,val,1,7,2014-12-10,Wednesday,4.148932908279662,27420.090144174872,660895.0,-4.2147196308674815,0.0,0.0,0
autogluon,val,1,7,2014-12-11,Thursday,4.589826749012927,31484.100177924134,685954.0,0.8280757013309108,0.0,0.0,0
autogluon,val,1,7,2014-12-12,Friday,6.071669322552243,42726.15487272045,703697.0,-1.6092460810447333,0.0,0.0,0
autogluon,val,1,7,2014-12-13,Saturday,5.832156394525049,42157.15928218487,722840.0,12.842740438488788,0.0,0.0,0
autogluon,val,1,7,2014-12-14,Sunday,2.7026793901767103,989.9644338278272,36629.0,-2.782043384879728,0.0,0.0,0
autogluon,val,1,7,2014-12-15,Monday,4.325458280624967,44989.69714093957,1040114.0,-5.869539095717359,1.0,0.0,0
autogluon,val,1,7,2014-12-16,Tuesday,3.8067961044339365,36861.47315496112,968307.0,2.653615794696285,1.0,0.0,0
autogluon,val,1,7,2014-12-17,Wednesday,4.5557077347571955,40040.753079863855,878914.0,-2.8631940336639397,1.0,0.0,0
