artifact_prefix,split,horizon,day_count,mean_daily_wape,median_daily_wape,p90_daily_wape,max_daily_wape,mean_abs_bias,top_spike_target_date,top_spike_daily_wape
autogluon,test,1,42,7.6329339648187995,7.090890744095172,11.176072118394645,15.417287029187218,38.13909723200927,2015-06-19,15.417287029187218
autogluon,test,7,42,6.847881493419477,6.040180173013798,9.547791189051518,12.803564109289653,30.38656228153048,2015-06-19,12.803564109289653
autogluon,test,14,42,7.02023090949541,6.63801223264193,9.562556639330914,13.140462409944792,27.788229791580505,2015-06-22,13.140462409944792
autogluon,val,1,126,4.868535416159909,4.57780345173445,6.104303669626617,12.93606564870263,8.75131686624545,2015-02-16,12.93606564870263
autogluon,val,7,126,5.006247389969324,4.776607200408877,6.185051131440797,12.431283702186056,9.286474528516134,2015-02-16,12.431283702186056
autogluon,val,14,126,5.083312394265023,4.773571904324298,6.255983437700202,12.642766507976486,9.54892585392536,2015-02-16,12.642766507976486
